step,pred_type-alpha\alpha,pred_type-alpha\multibin,pred_type-alpha\rot_y,pred_type-alpha\single_bin,pred_type-alpha\tricosine,pred_type-alpha\voting_bin,pred_type-rot_y\multibin,pred_type-rot_y\rot_y,pred_type-rot_y\single_bin,pred_type-rot_y\tricosine,pred_type-rot_y\voting_bin
35,0.8985161781311035,0.21097540855407715,0.8513098955154419,0.9907881617546082,0.984241247177124,0.9836103320121765,0.06284073740243912,0.8843153715133667,0.9752896428108215,0.9890584349632263,0.9823694825172424
36,0.8879343867301941,0.2007393091917038,0.8361362814903259,0.993108332157135,0.9775604605674744,0.983069896697998,0.06350864470005035,0.8760215044021606,0.986272931098938,0.9857496023178101,0.9742578268051147
37,0.8891924619674683,0.19676780700683594,0.8547301888465881,0.9905826449394226,0.98223876953125,0.9892590641975403,0.06540551036596298,0.8984016180038452,0.9908134937286377,0.9873909950256348,0.9822423458099365
38,0.9062541723251343,0.18613533675670624,0.880132794380188,0.9892221093177795,0.9859867095947266,0.9884207248687744,0.0649193674325943,0.895997941493988,0.9682173728942871,0.9904791712760925,0.9872820377349854
39,0.9109321236610413,0.2018655687570572,0.8455774188041687,0.9917769432067871,0.9873988628387451,0.9664730429649353,0.06377705186605453,0.8893256187438965,0.9545404314994812,0.9864614605903625,0.9866087436676025
40,0.9067954421043396,0.17977197468280792,0.8632347583770752,0.9828669428825378,0.9841099977493286,0.9866119623184204,0.06378986686468124,0.9139270782470703,0.9808972477912903,0.9908100962638855,0.985025942325592
41,0.9065622091293335,0.18588395416736603,0.8809666037559509,0.991276204586029,0.9819100499153137,0.9825723171234131,0.0652770921587944,0.8947370648384094,0.9874544143676758,0.9881027936935425,0.9815526008605957
42,0.9096238613128662,0.17649361491203308,0.8773232698440552,0.9904246926307678,0.9833898544311523,0.988720715045929,0.06344544142484665,0.8930541276931763,0.987156331539154,0.9895734190940857,0.9848124980926514
43,0.9232638478279114,0.1786556988954544,0.8748878240585327,0.9729598760604858,0.9881198406219482,0.9887785315513611,0.06448615342378616,0.9117088913917542,0.9902327656745911,0.988799512386322,0.9833162426948547
44,0.9089267253875732,0.1728299856185913,0.8717839121818542,0.9908425211906433,0.9776163101196289,0.9885370135307312,0.06294751167297363,0.901134192943573,0.9575347900390625,0.9909565448760986,0.984025776386261
45,0.9015976786613464,0.17976847290992737,0.876583993434906,0.9936060905456543,0.9885548949241638,0.988425076007843,0.06463509798049927,0.9157085418701172,0.983960747718811,0.9898292422294617,0.984382152557373
46,0.9169418215751648,0.19419674575328827,0.8901368379592896,0.9927908182144165,0.9907222390174866,0.9901048541069031,0.06509923934936523,0.9038764238357544,0.989704966545105,0.989057719707489,0.9848208427429199
47,0.916541576385498,0.16837555170059204,0.8898667693138123,0.9929173588752747,0.9833555817604065,0.9904001355171204,0.06538812071084976,0.9118689298629761,0.9930562376976013,0.9917458295822144,0.985075056552887
48,0.9205900430679321,0.18172311782836914,0.8848018646240234,0.9909534454345703,0.9908202886581421,0.9812813401222229,0.06257443130016327,0.9291911721229553,0.9931333661079407,0.9912393689155579,0.9837174415588379
49,0.9314578175544739,0.17235654592514038,0.8907626867294312,0.9903499484062195,0.9922183156013489,0.9789538979530334,0.06458572298288345,0.916384756565094,0.9933293461799622,0.9898673295974731,0.9829873442649841
50,0.9439243078231812,0.1710219532251358,0.8957818150520325,0.9896774291992188,0.9936771392822266,0.9930242300033569,0.06409181654453278,0.906361997127533,0.9903461337089539,0.9898799061775208,0.9822646379470825
51,0.9155101776123047,0.16482821106910706,0.8981956839561462,0.9929555058479309,0.9915508031845093,0.9941521286964417,0.06435418128967285,0.9242635369300842,0.9901877045631409,0.9915909767150879,0.987017035484314
52,0.9116985201835632,0.16157175600528717,0.8898272514343262,0.993765652179718,0.9920082092285156,0.9937095642089844,0.06413917243480682,0.9198287725448608,0.9885208010673523,0.9928231835365295,0.9798125624656677
53,0.9223384857177734,0.17548973858356476,0.8975797295570374,0.9921046495437622,0.9912258982658386,0.9924787282943726,0.06449079513549805,0.934514582157135,0.9933875799179077,0.9890408515930176,0.9861287474632263
54,0.934851348400116,0.15666718780994415,0.9032407402992249,0.9920973181724548,0.9869531989097595,0.9906957745552063,0.06541994214057922,0.909868061542511,0.9923069477081299,0.9917506575584412,0.9883968830108643
55,0.9131172299385071,0.165108323097229,0.8658893704414368,0.9936075210571289,0.9904901385307312,0.9883536696434021,0.0651831328868866,0.9100432395935059,0.9897429943084717,0.9919084310531616,0.9889463186264038
56,0.9341428279876709,0.17078235745429993,0.9016702771186829,0.9879363775253296,0.9846135377883911,0.9931429624557495,0.0658775046467781,0.9331308007240295,0.9903171062469482,0.9937114715576172,0.9896150827407837
57,0.9449780583381653,0.16643446683883667,0.9130006432533264,0.9908397197723389,0.991302490234375,0.987691342830658,0.06425051391124725,0.9462655186653137,0.9940194487571716,0.9902390241622925,0.9864034652709961
58,0.9264049530029297,0.16543886065483093,0.9086982607841492,0.9929697513580322,0.9908590912818909,0.9900752902030945,0.06588932126760483,0.9264665246009827,0.9933512210845947,0.9944729804992676,0.985101580619812
59,0.9265830516815186,0.15897659957408905,0.9060706496238708,0.994242787361145,0.992415726184845,0.9944771528244019,0.06600362062454224,0.9167928099632263,0.99326092004776,0.9906139373779297,0.9861712455749512
60,0.9458566308021545,0.16719798743724823,0.8851377367973328,0.9945769309997559,0.991899311542511,0.9920378923416138,0.06493950635194778,0.9243871569633484,0.9934466481208801,0.989848256111145,0.9880465269088745
61,0.9295259714126587,0.15079256892204285,0.9058326482772827,0.9932448863983154,0.9911616444587708,0.9874499440193176,0.06485334038734436,0.9294735789299011,0.9941828846931458,0.9943047761917114,0.9874019622802734
62,0.9369689226150513,0.14900285005569458,0.9228910803794861,0.9877877831459045,0.9941892027854919,0.9949142336845398,0.06434281170368195,0.9415666460990906,0.9915554523468018,0.9952811598777771,0.9565481543540955
63,0.9395135045051575,0.1704799085855484,0.9113525152206421,0.9918089509010315,0.9938458204269409,0.9953210949897766,0.062918521463871,0.9307145476341248,0.9946388602256775,0.9905225038528442,0.9756214022636414
64,0.923300564289093,0.16654720902442932,0.892301082611084,0.9952407479286194,0.9930355548858643,0.9852175116539001,0.06610388308763504,0.939703643321991,0.9939099550247192,0.9920929074287415,0.9844117760658264
65,0.9393525123596191,0.15240029990673065,0.9138272404670715,0.9831432104110718,0.993524432182312,0.9825775623321533,0.06495889276266098,0.9366136789321899,0.9933754205703735,0.994040846824646,0.9879263043403625
66,0.9438980221748352,0.17110522091388702,0.912186324596405,0.9920214414596558,0.9936205148696899,0.9940981268882751,0.06691489368677139,0.9281647801399231,0.9944296479225159,0.994130551815033,0.9886934161186218
67,0.946421205997467,0.15340915322303772,0.9006668925285339,0.9937172532081604,0.9888120889663696,0.9958742260932922,0.06501366198062897,0.9375788569450378,0.995510458946228,0.9915444850921631,0.9892306923866272
68,0.9478272795677185,0.15320488810539246,0.9166943430900574,0.9929018616676331,0.9768508076667786,0.9965250492095947,0.06473781168460846,0.9477139115333557,0.993783712387085,0.9934196472167969,0.9890866279602051
69,0.9239320158958435,0.17457808554172516,0.9095893502235413,0.9923990368843079,0.9887152910232544,0.9966590404510498,0.06511053442955017,0.9448713064193726,0.9930777549743652,0.9941233396530151,0.9899161458015442
70,0.9372100830078125,0.17845681309700012,0.9115875363349915,0.9959083795547485,0.9919486045837402,0.995578944683075,0.06426844745874405,0.9266290068626404,0.9948746562004089,0.9915863275527954,0.9899859428405762
71,0.9502428770065308,0.15397334098815918,0.9209945201873779,0.9960960149765015,0.9942846298217773,0.9950400590896606,0.06315560638904572,0.9305049180984497,0.9905760288238525,0.992987871170044,0.9894940853118896
72,0.9321494102478027,0.1518349051475525,0.9082632064819336,0.991108238697052,0.994899570941925,0.9949868321418762,0.0630510225892067,0.9471114873886108,0.995811402797699,0.9943702816963196,0.9887527227401733
73,0.9458813071250916,0.15199612081050873,0.9289303421974182,0.9937371015548706,0.9936122298240662,0.9912183880805969,0.06479234248399734,0.9399083852767944,0.9951155781745911,0.9950242638587952,0.9889830350875854
74,0.9546862244606018,0.14494803547859192,0.9303507208824158,0.9953603744506836,0.9954171180725098,0.9944968819618225,0.06534498929977417,0.9445871710777283,0.9949128031730652,0.992802083492279,0.9904149174690247
75,0.9473881721496582,0.15175393223762512,0.9235256910324097,0.9917269945144653,0.9925294518470764,0.9949600100517273,0.06519463658332825,0.9473212957382202,0.9942487478256226,0.9949531555175781,0.9865617752075195
76,0.9375282526016235,0.14668360352516174,0.9207030534744263,0.9954826235771179,0.9944623708724976,0.9926881790161133,0.06459850072860718,0.9555250406265259,0.9938291311264038,0.9923384785652161,0.9872845411300659
77,0.9311191439628601,0.14214959740638733,0.9287779927253723,0.9968906044960022,0.9941051602363586,0.9919257760047913,0.06396294385194778,0.9345900416374207,0.9958139657974243,0.9936632513999939,0.9876790642738342
78,0.9507832527160645,0.16562038660049438,0.9328532218933105,0.9925068616867065,0.9912514686584473,0.9956045150756836,0.06568260490894318,0.9389804601669312,0.9959567785263062,0.9933634400367737,0.9874486923217773
79,0.9582399129867554,0.1604943871498108,0.9223704934120178,0.9948397874832153,0.9904680252075195,0.9922513961791992,0.06363210082054138,0.9504311084747314,0.9949819445610046,0.9931966662406921,0.9856217503547668
80,0.9309395551681519,0.14448022842407227,0.933276891708374,0.995832085609436,0.9893986582756042,0.9936872124671936,0.06515996903181076,0.944157600402832,0.993385910987854,0.9952507615089417,0.9881283640861511
81,0.945643961429596,0.1406201273202896,0.9100897908210754,0.9947390556335449,0.9936158657073975,0.9962251782417297,0.06536450237035751,0.9467396140098572,0.9953484535217285,0.9959288835525513,0.9882205128669739
82,0.9562684893608093,0.1453637331724167,0.9203063249588013,0.9955657124519348,0.9947260022163391,0.9947996735572815,0.06432586163282394,0.9398119449615479,0.9933231472969055,0.993122935295105,0.9886754155158997
83,0.9502546787261963,0.14470192790031433,0.922118604183197,0.9925496578216553,0.9917739629745483,0.994825541973114,0.06518752127885818,0.9497787952423096,0.995684027671814,0.99344801902771,0.9835824966430664
84,0.9348052144050598,0.14228756725788116,0.928939163684845,0.9956129193305969,0.9853615164756775,0.9948262572288513,0.06338204443454742,0.9595902562141418,0.992277979850769,0.9940417408943176,0.9888044595718384
85,0.9446054697036743,0.1756320297718048,0.9314663410186768,0.9948673248291016,0.995180070400238,0.9951828718185425,0.06326327472925186,0.9508516788482666,0.9896979928016663,0.9945858120918274,0.9900895357131958
86,0.9445911645889282,0.14209455251693726,0.9038036465644836,0.997161865234375,0.9952448606491089,0.9935771822929382,0.06465218961238861,0.9375325441360474,0.996432900428772,0.9953241944313049,0.9880709052085876
87,0.9491286873817444,0.13715776801109314,0.9295264482498169,0.9945334196090698,0.9908740520477295,0.9943289756774902,0.06365450471639633,0.9525262713432312,0.995893657207489,0.9956701397895813,0.9880406260490417
88,0.9513841271400452,0.14165173470973969,0.9420326948165894,0.9956433773040771,0.9948628544807434,0.9735907316207886,0.06505493074655533,0.9571066498756409,0.9968844056129456,0.9937961101531982,0.9867849349975586
89,0.9487029910087585,0.13710373640060425,0.9300331473350525,0.9950842261314392,0.9948648810386658,0.9906903505325317,0.06494062393903732,0.9596710205078125,0.9954582452774048,0.9929908514022827,0.987488329410553
90,0.9569699764251709,0.13480138778686523,0.9324787259101868,0.9963735342025757,0.9957311153411865,0.9941256642341614,0.06536568701267242,0.9396437406539917,0.9950061440467834,0.9954035878181458,0.9896730184555054
91,0.9437225461006165,0.13909463584423065,0.9407095313072205,0.9960454702377319,0.9941361546516418,0.9960402846336365,0.06580588966608047,0.9491019248962402,0.9925689697265625,0.9956036806106567,0.9873114228248596
92,0.9494013786315918,0.1352071464061737,0.9296168684959412,0.9952815771102905,0.9942642450332642,0.9951092004776001,0.06371694058179855,0.9501069188117981,0.9914047122001648,0.9930323958396912,0.9887748956680298
93,0.9561766982078552,0.1456209421157837,0.9183949828147888,0.9962460398674011,0.9936656951904297,0.9942280054092407,0.06567417085170746,0.9542737007141113,0.9938603639602661,0.9959071278572083,0.9884498119354248
94,0.9503659605979919,0.13857834041118622,0.928050696849823,0.9969802498817444,0.9946646690368652,0.9954520463943481,0.06393982470035553,0.952191948890686,0.993594229221344,0.9954728484153748,0.9887913465499878
95,0.9500742554664612,0.1402689665555954,0.943717896938324,0.9938514828681946,0.9945059418678284,0.9952744245529175,0.06700803339481354,0.9547427892684937,0.995668888092041,0.994621992111206,0.988376796245575
96,0.9526026248931885,0.13709594309329987,0.9367213845252991,0.9937685132026672,0.9966305494308472,0.9957177042961121,0.06474141776561737,0.958222508430481,0.9968692660331726,0.9944820404052734,0.9880948066711426
97,0.9555659294128418,0.13959139585494995,0.9487165808677673,0.9969273805618286,0.9969403743743896,0.9959109425544739,0.06549002975225449,0.9632701873779297,0.9968127608299255,0.9953401684761047,0.9888460636138916
98,0.9465660452842712,0.13812468945980072,0.9440697431564331,0.9971392154693604,0.9952484965324402,0.9951522350311279,0.06659848988056183,0.9613097310066223,0.994957685470581,0.9952256083488464,0.9896389245986938
99,0.9525638222694397,0.12781016528606415,0.9331573843955994,0.9939826726913452,0.992894172668457,0.9931764006614685,0.06427126377820969,0.9396042823791504,0.9934321641921997,0.996638298034668,0.989037275314331
