step,logs/rot-y_multibin
0,0.9952832460403442
1,0.8148464560508728
2,0.7343795299530029
3,0.6698437333106995
4,0.6232214570045471
5,0.5781002640724182
6,0.5344484448432922
7,0.49725449085235596
8,0.45188939571380615
9,0.3972921371459961
10,0.3475957214832306
11,0.3198709785938263
12,0.2577061951160431
13,0.22631388902664185
14,0.22425183653831482
15,0.16845698654651642
16,0.16238553822040558
17,0.1697872132062912
18,0.1357550472021103
19,0.14464960992336273
20,0.11221583187580109
21,0.12472321093082428
22,0.09333083778619766
23,0.0791763961315155
24,0.14551542699337006
25,0.11894777417182922
26,0.11014596372842789
27,0.0896896943449974
28,0.06655145436525345
29,0.08706305176019669
30,0.07236847281455994
31,0.06474213302135468
32,0.049053482711315155
33,0.050418511033058167
34,0.05651324614882469
35,0.06372500211000443
36,0.09503919631242752
37,0.060934990644454956
38,0.05004074051976204
39,0.07194311916828156
40,0.0632430911064148
41,0.060111574828624725
42,0.0727812871336937
43,0.05129951983690262
44,0.08206295967102051
45,0.11001972109079361
46,0.043077509850263596
47,0.031995151191949844
48,0.030304886400699615
49,0.0401468500494957
50,0.033113032579422
51,0.033214326947927475
52,0.04081788659095764
53,0.03558500483632088
54,0.06233423948287964
55,0.04816588759422302
56,0.03509446233510971
57,0.05093689262866974
58,0.040978651493787766
59,0.03127192705869675
60,0.03972320258617401
61,0.03297094628214836
62,0.03584013879299164
63,0.03924640268087387
64,0.03421425074338913
65,0.03034297004342079
66,0.029371777549386024
67,0.03221123293042183
68,0.03296941518783569
69,0.03997176140546799
70,0.08548048883676529
71,0.039131924510002136
72,0.027096638455986977
73,0.022717341780662537
74,0.020745953544974327
75,0.02390940859913826
76,0.027935607358813286
77,0.02933054231107235
78,0.025865549221634865
79,0.04205409809947014
80,0.024422017857432365
81,0.019868874922394753
82,0.022962862625718117
83,0.02281695231795311
84,0.031415507197380066
85,0.03633364662528038
86,0.02750328741967678
87,0.039902620017528534
88,0.028676712885499
89,0.02258164808154106
90,0.0248915646225214
91,0.03138952702283859
92,0.032387711107730865
93,0.019435109570622444
94,0.01876223459839821
95,0.019477752968668938
96,0.01967127062380314
97,0.032083019614219666
98,0.024478362873196602
99,0.022054214030504227
