step,pred_type-alpha\alpha,pred_type-alpha\multibin,pred_type-alpha\rot_y,pred_type-alpha\single_bin,pred_type-alpha\tricosine,pred_type-alpha\voting_bin,pred_type-rot_y\multibin,pred_type-rot_y\rot_y,pred_type-rot_y\single_bin,pred_type-rot_y\tricosine,pred_type-rot_y\voting_bin
49,0.034249842166900635,-47.961524963378906,0.062305748462677,0.023501716554164886,0.01994149386882782,0.04403972625732422,0.07398754358291626,0.047286514192819595,0.019165759906172752,0.021648945286870003,0.024508129805326462
50,0.02655506320297718,-47.999820709228516,0.06006082147359848,0.024486511945724487,0.017359374091029167,0.020144224166870117,0.0340450219810009,0.06006906181573868,0.02481968142092228,0.021589035168290138,0.026100844144821167
51,0.05746755376458168,-48.094810485839844,0.05768094211816788,0.018983330577611923,0.021148603409528732,0.017217490822076797,0.04163866490125656,0.040318332612514496,0.025206686928868294,0.01896047219634056,0.01802222803235054
52,0.05508996918797493,-48.269432067871094,0.06448856741189957,0.017436977475881577,0.020810725167393684,0.017936477437615395,0.03306039795279503,0.04398447647690773,0.02719830721616745,0.016442883759737015,0.029729049652814865
53,0.04533344879746437,-47.63828659057617,0.059728387743234634,0.020603712648153305,0.02294696494936943,0.020553136244416237,0.03618451952934265,0.03353361412882805,0.019189156591892242,0.02283923141658306,0.019946152344346046
54,0.036542341113090515,-48.38966751098633,0.053912632167339325,0.020358601585030556,0.029882878065109253,0.02396564558148384,0.03790208697319031,0.05659371241927147,0.020605910569429398,0.01826544664800167,0.014920511282980442
55,0.05586571246385574,-48.23719024658203,0.10168687999248505,0.017555739730596542,0.023120056837797165,0.028051871806383133,0.03174900636076927,0.05502266809344292,0.025184299796819687,0.01794246956706047,0.014043713919818401
56,0.0341588519513607,-47.76128387451172,0.05637030303478241,0.02643408253788948,0.03342457488179207,0.018994953483343124,0.03108661063015461,0.03327164426445961,0.025080004706978798,0.014786583371460438,0.012534993700683117
57,0.026065412908792496,-48.083473205566406,0.046263936907052994,0.021914390847086906,0.02217273972928524,0.027606502175331116,0.04028676077723503,0.025386923924088478,0.0173080712556839,0.02093847654759884,0.01915953867137432
58,0.046993035823106766,-48.039634704589844,0.05142136290669441,0.01873311586678028,0.02252601832151413,0.02472682297229767,0.03695864602923393,0.04176219552755356,0.01868979074060917,0.013686956837773323,0.02119453065097332
59,0.043849240988492966,-48.18080520629883,0.053472258150577545,0.015984822064638138,0.01898440532386303,0.016064872965216637,0.032882772386074066,0.048838287591934204,0.018598632887005806,0.020154699683189392,0.019537389278411865
60,0.026181312277913094,-48.131046295166016,0.07491796463727951,0.015714021399617195,0.020626790821552277,0.020542478188872337,0.03388403356075287,0.04361949488520622,0.018545616418123245,0.021367210894823074,0.01600915752351284
61,0.041509583592414856,-48.491477966308594,0.05298249050974846,0.017813822254538536,0.021754644811153412,0.02925432100892067,0.03426933288574219,0.038093943148851395,0.01676902547478676,0.01383957825601101,0.017173275351524353
62,0.03387545421719551,-48.582271575927734,0.03979242965579033,0.02726985141634941,0.015742944553494453,0.01510507520288229,0.03288266435265541,0.029354307800531387,0.02190135419368744,0.012001106515526772,0.06951373815536499
63,0.0324053056538105,-47.93792724609375,0.05140729621052742,0.020700957626104355,0.016713842749595642,0.014188726432621479,0.04912112280726433,0.03934066742658615,0.01590251922607422,0.02057567611336708,0.03746555745601654
64,0.048324208706617355,-47.95040512084961,0.06672137975692749,0.014299479313194752,0.018848204985260963,0.05922402814030647,0.02775493450462818,0.03097260557115078,0.017362000420689583,0.017285065725445747,0.02245294861495495
65,0.03308064863085747,-48.51741027832031,0.04921684041619301,0.03472115844488144,0.01652083545923233,0.03871076554059982,0.026363497599959373,0.03389446809887886,0.01798255369067192,0.014248319901525974,0.016083132475614548
66,0.028944000601768494,-47.86837387084961,0.0507313497364521,0.019914535805583,0.016956491395831108,0.01699279434978962,0.02373172901570797,0.04340534657239914,0.016519349068403244,0.013667735271155834,0.014500869438052177
67,0.02668853849172592,-48.48974609375,0.06253521889448166,0.017240533605217934,0.025396108627319336,0.012899644672870636,0.02631654031574726,0.0341932475566864,0.014077379368245602,0.018492503091692924,0.0134023642167449
68,0.02684345655143261,-48.571922302246094,0.04499363899230957,0.017931485548615456,0.04600154981017113,0.0111568383872509,0.027767645195126534,0.024798640981316566,0.01705431379377842,0.014808226376771927,0.013350524008274078
69,0.055529993027448654,-47.723995208740234,0.05318981781601906,0.019093923270702362,0.025372562929987907,0.010906266048550606,0.03124193847179413,0.02769436128437519,0.01885334774851799,0.014211340807378292,0.011864428408443928
70,0.03454262390732765,-47.546234130859375,0.05120402202010155,0.012705161236226559,0.020381581038236618,0.013202897273004055,0.031061438843607903,0.04460838809609413,0.01493415329605341,0.018272334709763527,0.01184795331209898
71,0.023702524602413177,-48.352970123291016,0.04330722987651825,0.012286673299968243,0.01584584452211857,0.014458364807069302,0.02870641089975834,0.043074462562799454,0.023074375465512276,0.015935730189085007,0.012803187593817711
72,0.044194597750902176,-48.42898941040039,0.056890781968832016,0.02108544297516346,0.014269468374550343,0.014146493747830391,0.15059791505336761,0.027283573523163795,0.012824540957808495,0.013715771026909351,0.01375979371368885
73,0.028481652960181236,-48.59450149536133,0.036346010863780975,0.01674642600119114,0.016486862674355507,0.021544158458709717,0.04783473163843155,0.03383338823914528,0.014167624525725842,0.012322314083576202,0.013684910722076893
74,0.021262047812342644,-48.798133850097656,0.03482253476977348,0.013575314544141293,0.013290176168084145,0.015333430841565132,0.032881222665309906,0.028982020914554596,0.01474738772958517,0.0159476138651371,0.010584940202534199
75,0.02742950990796089,-48.4794921875,0.04175423085689545,0.02019689418375492,0.01910034380853176,0.014492598362267017,0.03821094334125519,0.026515347883105278,0.015885941684246063,0.012126175686717033,0.017904790118336678
76,0.036743029952049255,-48.674442291259766,0.04287617281079292,0.013309268280863762,0.01512475498020649,0.018581487238407135,0.030472636222839355,0.020927809178829193,0.016864581033587456,0.01647811196744442,0.016904713585972786
77,0.04303640127182007,-48.834136962890625,0.03827425837516785,0.010735991410911083,0.015358761884272099,0.019314121454954147,0.03202405199408531,0.04057043790817261,0.012847509235143661,0.01386327762156725,0.01616809330880642
78,0.02447621338069439,-48.20096206665039,0.034576740115880966,0.018279381096363068,0.020833870396018028,0.012865371070802212,0.02742415852844715,0.03515132889151573,0.012714176438748837,0.014967001043260098,0.016599740833044052
79,0.019266271963715553,-48.13603973388672,0.04330725222826004,0.01449845265597105,0.02239830419421196,0.019066672772169113,0.028317226096987724,0.02399987354874611,0.014856557361781597,0.01510598137974739,0.019236821681261063
80,0.04725249856710434,-48.818302154541016,0.03401318937540054,0.012869109399616718,0.023808656260371208,0.016436059027910233,0.039042986929416656,0.030192945152521133,0.01741785742342472,0.01192832738161087,0.014743785373866558
81,0.02829449065029621,-48.86293029785156,0.05699165537953377,0.014239518903195858,0.01670575700700283,0.01149487029761076,0.029834352433681488,0.027129098773002625,0.01380835846066475,0.010572495870292187,0.015537726692855358
82,0.02095176838338375,-48.71976089477539,0.04634658992290497,0.013365504331886768,0.014007464982569218,0.014211050234735012,0.02494065649807453,0.0348963662981987,0.017460720613598824,0.015607455745339394,0.014194219373166561
83,0.025919407606124878,-48.6636848449707,0.045711807906627655,0.018380744382739067,0.01961217261850834,0.01456310972571373,0.03136421740055084,0.025984987616539,0.0132858045399189,0.01445753313601017,0.02311822772026062
84,0.042593371123075485,-48.83632278442383,0.03899726644158363,0.012789563275873661,0.03009624034166336,0.01467936858534813,0.029615500941872597,0.01822826638817787,0.018134521320462227,0.014008128084242344,0.013732433319091797
85,0.031055517494678497,-47.658531188964844,0.03625785559415817,0.014130993746221066,0.013463249430060387,0.01346193253993988,0.024869520217180252,0.025826582685112953,0.023826787248253822,0.012946427799761295,0.011615556664764881
86,0.03350801765918732,-48.852378845214844,0.06735989451408386,0.009902529418468475,0.013248010538518429,0.01676933467388153,0.02801932580769062,0.03641873598098755,0.01177184097468853,0.011664262041449547,0.014974222518503666
87,0.027344774454832077,-48.978519439697266,0.03955090418457985,0.014816397801041603,0.020921725779771805,0.01499729510396719,0.027413763105869293,0.024644985795021057,0.012349790893495083,0.010773668996989727,0.014944151975214481
88,0.025859232991933823,-48.80678176879883,0.02942829765379429,0.01264143455773592,0.013850108720362186,0.049929771572351456,0.022118737921118736,0.02069229632616043,0.010507822036743164,0.014295321889221668,0.01650281809270382
89,0.028560394421219826,-49.05232620239258,0.03846132755279541,0.013673825189471245,0.01332362461835146,0.022279629483819008,0.029567208141088486,0.019428761675953865,0.013258704915642738,0.015710314735770226,0.015938032418489456
90,0.020862650126218796,-48.946414947509766,0.03544691577553749,0.0114982258528471,0.01183923240751028,0.015341520309448242,0.02539418451488018,0.03437512740492821,0.01389347668737173,0.011549330316483974,0.01199459470808506
91,0.03446714207530022,-48.87665939331055,0.029776452109217644,0.011718759313225746,0.015180637128651142,0.011915234848856926,0.025353392586112022,0.02717602625489235,0.018723946064710617,0.011240033432841301,0.01590057648718357
92,0.027642201632261276,-48.96086502075195,0.03813003748655319,0.013477670028805733,0.015030276961624622,0.01316811703145504,0.029496220871806145,0.027662882581353188,0.020871426910161972,0.01533516775816679,0.013477050699293613
93,0.021293483674526215,-48.8100700378418,0.05819791927933693,0.011616982519626617,0.015998564660549164,0.015298075042665005,0.026719028130173683,0.02279234491288662,0.016245286911725998,0.01038892101496458,0.014137081801891327
94,0.028127186000347137,-48.96808624267578,0.04060054570436478,0.01005541905760765,0.014338667504489422,0.012760673649609089,0.027310896664857864,0.026361843571066856,0.01664847694337368,0.01110040582716465,0.013815161772072315
95,0.027766529470682144,-48.657676696777344,0.027548858895897865,0.015608655288815498,0.014658309519290924,0.012898663990199566,0.022290049120783806,0.02288534864783287,0.013356782495975494,0.01274703349918127,0.013821492902934551
96,0.024477781727910042,-48.99302291870117,0.034065138548612595,0.016026277095079422,0.010285086929798126,0.012237959541380405,0.0280280951410532,0.020795492455363274,0.01031323242932558,0.012647988274693489,0.015237068757414818
97,0.02269403450191021,-48.79780578613281,0.02431385964155197,0.010443422012031078,0.009209043346345425,0.01213902048766613,0.022692961618304253,0.016827557235956192,0.01052155066281557,0.011496503837406635,0.013314534910023212
98,0.03213733434677124,-48.826438903808594,0.028268884867429733,0.009532244876027107,0.01288203801959753,0.01313669141381979,0.022589292377233505,0.02152741327881813,0.014183771796524525,0.012009812518954277,0.01206294447183609
99,0.024488262832164764,-49.15534973144531,0.038289785385131836,0.015558534301817417,0.017718566581606865,0.017585603520274162,0.036175139248371124,0.037550147622823715,0.017069173976778984,0.009246679954230785,0.012767452746629715
