step,logs/rot-y_multibin
0,0.6048327088356018
1,0.68254554271698
2,0.7123270034790039
3,0.737061619758606
4,0.7571853995323181
5,0.7054600715637207
6,0.7429801225662231
7,0.7785128355026245
8,0.7973939776420593
9,0.8144581317901611
10,0.837943434715271
11,0.8580588102340698
12,0.8779553174972534
13,0.899885892868042
14,0.9149370789527893
15,0.9234969615936279
16,0.9373233318328857
17,0.944471001625061
18,0.9459222555160522
19,0.9475623369216919
20,0.9582597017288208
21,0.9625683426856995
22,0.9640765190124512
23,0.9674937725067139
24,0.9700220227241516
25,0.9754695892333984
26,0.9584336280822754
27,0.9822112321853638
28,0.9828775525093079
29,0.9807907938957214
30,0.9848631620407104
31,0.9850841164588928
32,0.9834294319152832
33,0.9827831983566284
34,0.985008180141449
35,0.9869136214256287
36,0.9861863851547241
37,0.9740198850631714
38,0.9874499440193176
39,0.9877668023109436
40,0.9822344183921814
41,0.9865936040878296
42,0.9907547235488892
43,0.9920387864112854
44,0.9845276474952698
45,0.9919201135635376
46,0.9865436553955078
47,0.9825246334075928
48,0.9888214468955994
49,0.992335319519043
50,0.9925774931907654
51,0.994028627872467
52,0.9901494383811951
53,0.9887100458145142
54,0.9925656914710999
55,0.9943328499794006
56,0.9851466417312622
57,0.9914951324462891
58,0.989696204662323
59,0.9921563267707825
60,0.9893444776535034
61,0.9913700819015503
62,0.9938751459121704
63,0.9861598014831543
64,0.9874347448348999
65,0.9917867183685303
66,0.9936416745185852
67,0.9949702620506287
68,0.9792612791061401
69,0.994251012802124
70,0.9953292608261108
71,0.99261075258255
72,0.9936684370040894
73,0.9940040707588196
74,0.9900943636894226
75,0.9945390224456787
76,0.9955949783325195
77,0.9963130950927734
78,0.9937559962272644
79,0.9949507713317871
80,0.9956022500991821
81,0.9966124296188354
82,0.9950338006019592
83,0.994033694267273
84,0.9954795241355896
85,0.9964678883552551
86,0.991905927658081
87,0.9950674176216125
88,0.995392918586731
89,0.9965085983276367
90,0.9966815114021301
91,0.9926273226737976
92,0.9891459941864014
93,0.9947935342788696
94,0.9954777956008911
95,0.9930346608161926
96,0.9950239062309265
97,0.9959980249404907
98,0.9955345392227173
99,0.996579110622406
