step,rot-y_single-bin_with_pos_enc,rot-y_tricosine_with_pos_enc
0,0.5111646056175232,0.5128739476203918
1,0.4216247498989105,0.5018191933631897
2,0.3869202733039856,0.5002676844596863
3,0.35751545429229736,0.49594226479530334
4,0.3327171206474304,0.44617101550102234
5,0.30713680386543274,0.396493524312973
6,0.281408429145813,0.3616492450237274
7,0.25207945704460144,0.33409684896469116
8,0.2210589498281479,0.3088935315608978
9,0.19124145805835724,0.28653624653816223
10,0.16528549790382385,0.26433223485946655
11,0.14286434650421143,0.24221310019493103
12,0.12078681588172913,0.21494115889072418
13,0.10743484646081924,0.18869933485984802
14,0.09653738141059875,0.16777817904949188
15,0.08210841566324234,0.14358636736869812
16,0.07591087371110916,0.12519167363643646
17,0.0638948529958725,0.11095239967107773
18,0.05859529227018356,0.1060684323310852
19,0.05871021747589111,0.09092000126838684
20,0.052366334944963455,0.080001100897789
21,0.04677761718630791,0.08799809217453003
22,0.04288214445114136,0.07049990445375443
23,0.04175477474927902,0.06237361207604408
24,0.040743038058280945,0.06151946261525154
25,0.03691461309790611,0.0544448047876358
26,0.03649268299341202,0.049240779131650925
27,0.039186473935842514,0.05664141848683357
28,0.03191370144486427,0.045831430703401566
29,0.03245559707283974,0.03942932188510895
30,0.02794009819626808,0.042371589690446854
31,0.03265884891152382,0.04195097088813782
32,0.02879723161458969,0.037625472992658615
33,0.029637448489665985,0.038791220635175705
34,0.02415432780981064,0.0360955074429512
35,0.02689778245985508,0.0385596789419651
36,0.03176720067858696,0.032303497195243835
37,0.022681625559926033,0.04119671881198883
38,0.025174342095851898,0.05137767270207405
39,0.02560197375714779,0.030678877606987953
40,0.02261424995958805,0.028607692569494247
41,0.025726616382598877,0.029636366292834282
42,0.01965138129889965,0.04319433867931366
43,0.019819576293230057,0.02970944344997406
44,0.02665870077908039,0.027844930067658424
45,0.022305307909846306,0.029249845072627068
46,0.020358867943286896,0.028197938576340675
47,0.01939980685710907,0.02930355630815029
48,0.022975562140345573,0.026662569493055344
49,0.019229520112276077,0.027083581313490868
50,0.01984352059662342,0.030973022803664207
51,0.021169841289520264,0.026892799884080887
52,0.017927031964063644,0.02550783008337021
53,0.02116110920906067,0.028857396915555
54,0.017539598047733307,0.02307927794754505
55,0.015034118667244911,0.029737001284956932
56,0.017045065760612488,0.02079075388610363
57,0.023106098175048828,0.019281789660453796
58,0.01668313518166542,0.018227415159344673
59,0.01583978906273842,0.02280046045780182
60,,0.021107690408825874
61,,0.021917235106229782
62,,0.023867711424827576
63,,0.02359965071082115
64,,0.01721753552556038
65,,0.015953779220581055
66,,0.023223156109452248
67,,0.0161072239279747
68,,0.017537618055939674
69,,0.016453713178634644
70,,0.0204198956489563
71,,0.024196015670895576
72,,0.015634696930646896
73,,0.01765541173517704
74,,0.01794680766761303
75,,0.017291119322180748
76,,0.01955888420343399
77,,0.01739179715514183
78,,0.015088708139955997
79,,0.017688659951090813
80,,0.0276735071092844
81,,0.0388454832136631
82,,0.03151237964630127
83,,0.020263563841581345
84,,0.01669233664870262
85,,0.014432905241847038
86,,0.015141843818128109
87,,0.014302792958915234
88,,0.013969631865620613
89,,0.01342889852821827
90,,0.017190247774124146
91,,0.01414207648485899
92,,0.01542562898248434
93,,0.01393946073949337
94,,0.014502927660942078
95,,0.017610354349017143
96,,0.014504551887512207
97,,0.012853540480136871
98,,0.015876956284046173
99,,0.013260497711598873
